,comment
269,笔墨纸砚文房四宝每一样制作过程都挺复杂啊，特别那个墨和纸原来这么耗时才能做出来，长知识了
270,想起来小时候看到老祖祖写毛笔字的时候
271,要为子柒点个大大的赞。子柒的粉丝很多是外国人，这一期不再是食物，而是文房四宝，真正传承中国文化的。
272,能手做这些确实可以，要知道我一直以为这些只能在电视中做出来小时候不懂事。而且中国的文房四宝，古风古韵，文墨飘香。
273,我真的最爱文房四宝这一期
274,文房四宝，皆出于安徽
275,中国古代传统文化中的文书工具，即笔、墨、纸、砚。文房四宝之名，起源于南北朝时期。历史上，“文房四宝”所指之物屡有变化。在南唐时，“文房四宝”特指安徽宣城诸葛笔、安徽徽州李廷圭墨、安徽徽州纸安徽徽州婺源龙尾砚宣笔歙县纸泾县歙砚洮砚甘肃端砚肇庆端州元代湖笔安徽宣城中国文房四宝之乡纸宣笔旌德徽墨绩溪宣砚
276,很多人不认识我的家乡，超想说一句，我是湖州来的，湖笔的那个湖州啊。不是福州，是湖州[大哭]太湖边上的一个小城市，杨柳依依，小桥流水，那里的毛笔是天底下最好的
277,不怼，不黑，不较真～关于有人说做出来成品并不好的，我也想说几句，传统手艺的普及是要求人人都能出精品成品吗？显然不是的。即使再古代，笔墨纸张是生活必需的品的时候，也有精品，一般品吧，我们应该更多的去推广普及。而不是纠结她的技艺高超不高超。如果我们每个人都可以把这一套做出来，是不是就已经达到普及的目的了呢？至于高超的技艺之类的，有人喜欢更专业，自然会磨练自己持之以恒，所以每个手工艺行业都会有最高标准出现。精益求精。所以即使成品简单但也勾起了我们去了解过程的意愿，这不是很好吗？
278,宣城人感到很骄傲呀，而且我们那边小学一直都有书法课
279,我大伯有这手艺，以前家乡过年写对联办酒席什么的都是他老人家下笔写的，不过在十多年前去世了，由我亲太公传给他的，我亲爷爷那时候家里有点小钱就喜欢贪玩没学，我大伯是大太公的孙子，我家是老幺太公那一支，我们的传承就这样断了，唉
280,感叹先人们留下的宝贵文化财富，佩服李子柒女士传承下来，重新赋予了意义，发扬出去
281,我从来不知道墨块这东西，看到的都是墨水（墨块制作真的好麻烦啊）
282,我们书法老师让我们观看博主主文房四宝视频
283,你说琴棋书画样样精通我不会有什么感觉，但笔墨纸砚能自行制作，实在佩服
284,笔墨纸砚，中国的文房四宝！
285,随着书写时代的渐没，
286,这些代表中国传统文化的工艺离我们越来越远！
287,我们不需要每个人都会，
288,但愿很多人都还懂得和记得！
289,我以前以为墨是开采出来切成一块块的
290,太强了现在这个年代笔墨纸砚竟然真的可以人工制造 李老师好厉害
291,好像说，古代的墨汁，也是中药之一？药墨，但是原料很讲究，而且越久越好。
292,从小学一年级开始就被家长送去学书法，但是从来不知道笔墨纸砚都是怎么做出来的。感谢子柒姐姐的视频啊[惊喜]
293,开始就标注了桐油，明明这是桐烟，一群盲人刷松烟入墨……
294,姐姐太厉害了，最后简直有一种想哭的感动，自己国家的文化被推广出去，这种骄傲感与有荣焉
295,爱琢磨，勤动手，不怕苦，终成果。 做什么事情，能有你这样的精神，没有不成的！如此年轻，尤为可贵。继续吧！
296,天哪，那一缕烧烟真的是从仙境来的，这个视频真的无论从视觉上，内容上，都体现了中国传统文化的美感，某些洗钱大电影能不能学学
297,看了几年李子柒的视频了，真的看到她越来越棒，现在也在做我们中国的文化传播，真的好棒好棒！
298,匠人精神我佩服，之前去博物馆观摩过如何制作一张宣纸，步骤非常繁琐，这位姐姐集齐了文房四宝的做法，厉害
299,笔墨纸砚，中国的文房四宝！
300,随着书写时代的渐没，
301,这些代表中国传统文化的工艺离我们越来越远！
302,我们不需要每个人都会，
303,但愿很多人都还懂得和记得！
558,太繁琐了！古人挣钱真难！
559,写过毛笔字更能知道墨有多重要，[支持][支持][支持]
560,看过一个做墨的穿越小说，当时就觉得古代匠人真的牛批！！！[点赞]南翔也牛批！[点赞]
561,南翔，墨有了，印尼有了，还差纸啊[滑稽]
562,所以不是中国没有奢饰品，是国外的奢饰品根本不能与之相比
563,100斤桐子＝5斤油＝1斤灰＝一块墨
564,中国的奢侈品是真的奢侈，他的手艺，它的复杂，真的不是一般能做的（｀Δ?）！中国现在很多文化都要淘汰了，但他们淘汰的原因并不是因为他们不好，而是因为我们现在太懒了，想复杂了，或许到未来就没有什么所谓的工匠精神了吧？我希望这些手艺不要失传，但如果真的不得已要失传，希望能留下一个制作的方法，但是很多手艺光有方法没用，为什么呢？因为它需要靠的是艺人的手感和记忆！[热词系列_锤]
565,文房四宝你就差纸和砚了，继续，加油[滑稽][滑稽][滑稽]
566,哈哈 中国的传统艺术品基本都是有钱人玩的东西
567,这墨一块得卖多少钱才能回本啊？
568,所以古代读书真的很贵
569,这种墨至少要阴干半年才能使用的[微笑][微笑]
570,笔墨纸砚，国画诗字
571,三连了，制一块好墨居然如此繁琐难得，谢谢你让我看到了这个过程
572,真的，小学的时候还能练个毛笔字，上个书法课，但是现在连个书法社团都没有
573,下期是不是该毛笔了
574,突然间想起之前的油烟墨，就是农村里面大锅灶烧的那种锅底灰，跑了村里面，用了好多家，铲了好多个锅，就一小罐，毕竟现在用大锅烧柴很难找了
575,做墨肯定是不够的，最后用来画壁画了
576,古法制墨要一年吧
577,老家江西的外公做墨是用松做的墨  经常做然后常年吸入烟什么的今年中秋就走了  唉看到这个真的要做好防护啊[无语]
578,才写过徽墨的阅读[doge][doge]
579,这玩意也就是奢侈品 又贵 用起来又费劲 孩子学墨水兑水就完了几十块一大瓶 学完还b用没有   不建议学 因为真的b用没有 不如学学钢笔字 即使不用钢笔 用圆珠笔也能写一手好字 这玩意才是真的实用的
580,说实话，这个制作工序我觉得，可以机械化[辣眼睛]
581,南翔这回做的墨是可以直接当做药墨用的，也就是说能吃，所以还是美食区[笑哭]
582,做墨最好的胶是鹿角胶来着，做出来的墨比较清透，还有南翔你不做淡墨扩散我们怎么看墨的好坏啊[傲娇][傲娇][傲娇]
583,再次感到中华文化，历史悠久，应渊远留长
584,文化传承需要每一个人都去做～加油！
585,入药的墨不能用油墨
586,松墨才可以
587,古代京墨是可以入药的，现在的墨就不行了
588,作为一个书法生，真的感谢阿婆主宣传我们中华传统文化 ，我们这些专业学习的学生也会努力，一代一代的将它们传承下去[加油]
589,车尾气 发动机积碳 是不是能做现代墨[doge]
590,龙泉印泥，徽墨，感觉他把这个珍藏起来，百年之后他手中的这两样东西会变成无价之宝
591,中国不是没有奢侈品，是奢侈起来就没别的什么事了[支持][支持][支持]
592,中国的奢侈品真搞出来就没那欧美所谓的奢侈品什么事了，不过我觉得中国不需要奢侈品，国宝不是拿来卖的，拿来卖感觉就是生意。
593,喜欢B站的氛围，抖音的评论都模式化了。全都是‘南翔和唐尼的区别，一个是吃遍人间美味’一个是吃遍人间霉味‘，‘全网就南翔赚钱我不眼红’
594,其实，中国古代，有些高级的墨，是甚至可以当做药要用来救命的。
595,突然觉得，用现代工艺还原古奢侈品会是一个比较好的系列点子，让困难的古代工艺感受一下现代工艺的降维打击
596,从美食到文化，这就是艺术吗？
597,额，墨块成型之后不是应该放置一年吗。。。
598,之前看过制墨的小说，真的很感动
599,古人字画流传千古 其中奥妙多少人懂了
600,现代墨锭制墨分机器点烟和人工点烟，机器点烟的就相对平价多了，但颗粒感也强。一两墨锭售价400多一点不奇怪的
601,这下一步不整个宣纸[脱单doge][脱单doge]
602,中国的奢侈品比外国好多了
603,中国的奢侈品真是奢侈品，外国的奢侈品卖的只是牌子罢了，就是智商税，在商场中买的所谓国际名牌，说不定就是在当地的工厂生产的，而且成本估计就十几二十块
604,哦豁，在中学生语文同步精练六年级上册的64页，有一个《中国墨》，我一直想看这个视频步骤，没想到在蓝翔这里能看到，
605,下期做宣纸，下下期做毛笔
606,下次做个毛笔或者宣纸吧！最好再练个书法，真的好好的，然后再写一副字，这配置。[滑稽][滑稽][滑稽]
607,虽然这墨很好，但是我就想问一下，这和普通的墨除了贵有什么区别？（单纯好奇）
608,其实吧墨没有人愿意做 这很正常，在古代吧没有别的可以书写 只能用墨来写没有更好的选择，工匠 其实他也不一定想做，因为这真的太费人了，就观看这个up主就可以知道这到底有多废人，而现在呢有更好的可以代替墨 所以也没有必要去做，老祖宗传下来东西不一定全要保留着，毕竟老祖宗传下来的东西是为了让人方便，有更方便的东西 也就没有必要使用它了
609,看了up的视频，真的很感动，感动于你的坚持，感动于你的执着，感动于你说到做到的勇气，在这个视频里我不仅仅看到了up对于中国传统工艺的传承，更多地，是我看到了你由视频透露的那一份让人动容的对于所热爱的不懈追求，仿佛真的看得到你发光的灵魂
610,正品的龙泉印泥大概在12000，像这种可能要达到三万
611,所以，墨是真的能吃啊，难怪肚子里要有墨水[doge]
612,你再把笔纸砚做出来，找个大师帮你写幅字，用你这次做的墨来写，再用上次的龙泉印泥盖章[脱单doge][脱单doge][脱单doge]
613,我们歙县就是做徽墨的啊，徽墨厂就在我们学校边上[给心心]
614,这年头墨都不用磨了
615,之前看过一个小说，有个女配是制墨世家，男主有次生命垂危，就拿珍藏的极品好墨化开当药吃，说墨里有珍贵的什么什么药材，就好神奇
616,徽墨都做了，再雕个歙砚吧[doge][doge]
617,把墨的失传归结于科技的发展有些片面，墨是工具，能够让人接触到墨的只有人，看看现在所谓的大师，你有兴起去和他们去学书法吗？
618,这个都是贡品，有一块好墨都可以做传家宝
